,代码,名称,最新价,股数
2674,002870,香山股份,32.03,284.7
2675,836504,博迅生物,11.19,0.0
2676,000537,中绿电,11.19,1148.76
2677,002987,京北方,11.18,1798.3899999999999
2678,603662,柯力传感,25.51,2525.92
2679,300828,锐新科技,11.16,0.0
2680,603218,日月股份,11.15,2989.4000000000005
2681,603586,金麒麟,11.14,0.0
2682,002011,盾安环境,11.1,14004.840000000004
2683,688485,九州一轨,7.92,0.0
2684,300370,安控科技,1.58,0.0
2685,300595,欧普康视,17.37,4423.200000000001
2686,301018,申菱环境,20.51,389.2199999999999
2687,601658,邮储银行,4.72,103880.62000000002
2688,003015,日久光电,9.43,0.0
2689,603630,XD拉芳家,10.98,0.0
2690,601818,光大银行,3.12,1885.84
2691,002538,司尔特,4.68,40.74
2692,002081,金 螳 螂,3.12,5.32
2693,600416,湘电股份,10.91,9225.449999999999
2694,301202,朗威股份,29.61,0.0
2695,603587,地素时尚,12.45,61.54
2696,301069,凯盛新材,14.0,0.0
2697,002527,新时达,6.21,0.0
2698,600734,实达集团,3.1,0.0
2699,002399,海普瑞,9.28,0.22
2700,300253,卫宁健康,6.18,27360.17000000001
2701,601618,中国中冶,3.08,18784.760000000002
2702,002772,众兴菌业,6.16,0.0
2703,300815,玉禾田,12.3,18.92
2704,002334,英威腾,6.15,0.0
2705,600338,西藏珠峰,9.22,0.0
2706,835857,百甲科技,3.07,0.0
2707,836807,奔朗新材,4.6,0.0
2708,002488,金固股份,4.6,0.0
2709,601137,博威合金,16.86,3275.589999999998
2710,300743,天地数码,12.26,416.40999999999997
2711,003022,联泓新科,15.31,1295.73
2712,603508,思维列控,19.9,2678.32
2713,600527,江南高纤,1.53,424.22
2714,600271,航天信息,7.64,836.2299999999999
2715,603260,合盛硅业,47.28,436.1
2716,300517,海波重科,9.15,19.18
2717,603693,江苏新能,12.18,0.0
2718,300231,银信科技,7.6,95.42
2719,301019,宁波色母,19.74,0.0
2720,002167,东方锆业,6.07,0.0
2721,002690,美亚光电,16.69,1813.7799999999997
2722,600796,钱江生化,4.55,151.13
2723,603011,合锻智能,6.06,0.0
2724,300855,图南股份,27.26,9497.000000000002
2725,603015,弘讯科技,7.56,0.0
2726,300122,智飞生物,30.24,
2727,688028,沃尔德,16.61,0.0
2728,300687,赛意信息,15.09,1723.7599999999995
2729,600623,华谊集团,6.03,2590.54
2730,600618,氯碱化工,9.04,0.0
2731,600201,生物股份,7.51,13520.460000000006
2732,300610,晨化股份,9.01,8.58
2733,600267,海正药业,7.5,1715.1699999999998
2734,301287,康力源,25.42,40.0
2735,300847,中船汉光,14.94,0.0
2736,300821,东岳硅材,7.47,318.28
2737,002474,榕基软件,4.47,0.0
2738,002879,长缆科技,13.39,140.68
2739,002226,江南化工,4.46,8.44
2740,001309,德明利,87.71,799.9099999999999
2741,601318,中国平安,41.59,91042.72000000002
2742,600803,新奥股份,20.77,2678.649999999999
2743,600713,南京医药,4.45,0.0
2744,600704,物产中大,4.45,6984.120000000001
2745,301507,民生健康,11.85,10.48
2746,688569,铁科轨道,22.21,599.48
2747,002596,海南瑞泽,1.48,0.0
2748,002363,隆基机械,5.91,0.0
2749,600516,方大炭素,4.43,5278.22
2750,831726,朱老六,7.38,0.0
2751,300447,全信股份,13.27,0.0
2752,003029,吉大正元,19.16,0.0
2753,300624,万兴科技,55.99,442.21
2754,000571,新大洲A,2.94,0.0
2755,603633,徕木股份,8.79,1323.81
2756,002446,盛路通信,5.86,3883.33
2757,601877,正泰电器,20.5,6014.909999999999
2758,603677,奇精机械,11.71,188.26
2759,000967,盈峰环境,4.39,268.78
2760,000831,中国稀土,24.79,1696.3700000000003
2761,002342,巨力索具,2.91,116.04000000000002
2762,603071,物产环能,13.09,22.88
2763,601616,广电电气,2.9,31.49
2764,000685,中山公用,7.25,1597.0500000000002
2765,600660,福耀玻璃,46.38,20630.000000000007
2766,300146,汤臣倍健,14.48,12097.06
2767,003816,中国广核,4.34,95397.50999999992
2768,000676,智度股份,5.78,3617.3999999999996
2769,834033,康普化学,15.89,651.3700000000001
2770,300149,睿智医药,4.33,91.2
2771,300056,中创环保,8.66,0.0
2772,000928,中钢国际,5.76,555.31
2773,300770,新媒股份,35.99,455.05000000000007
2774,688663,新风光,25.82,250.3
2775,688550,瑞联新材,25.82,1015.4599999999999
2776,688215,瑞晟智能,22.95,3.5
2777,688189,南新制药,5.72,573.69
2778,600651,飞乐音响,2.86,1255.46
2779,000563,陕国投Ａ,2.86,35.38
2780,301015,百洋医药,28.57,6999.079999999997
2781,301089,拓新药业,32.83,0.0
2782,688459,哈铁科技,8.56,0.0
2783,002592,ST八菱,4.28,0.0
2784,001219,青岛食品,15.69,0.0
2785,688486,龙迅股份,58.43,567.7399999999999
2786,605299,舒华体育,8.54,0.0
2787,002083,孚日股份,4.27,216.14
2788,601728,中国电信,5.69,91961.15999999995
2789,600888,新疆众和,7.11,19.58
2790,600010,包钢股份,1.42,71905.39
2791,688319,欧林生物,9.93,17.24
2792,600035,楚天高速,4.25,39.57
2793,300559,佳发教育,9.9,2977.19
2794,688237,超卓航科,21.21,66.93999999999998
2795,688321,微芯生物,19.77,10.82
2796,300911,亿田智能,25.39,0.0
2797,688047,龙芯中科,97.31,2070.1
2798,870204,沪江材料,7.05,0.0
2799,002695,煌上煌,7.04,0.0
2800,600459,贵研铂业,14.07,11210.170000000002
2801,003041,真爱美家,12.66,340.51
2802,300371,汇中股份,8.43,8.0
2803,601888,中国中免,68.79,14380.569999999996
2804,301211,亨迪药业,15.44,0.0
2805,300995,奇德新材,15.44,3.8800000000000003
2806,002664,信质集团,12.6,594.79
2807,002470,金正大,1.4,0.0
2808,000523,红棉股份,2.8,0.0
2809,301255,通力科技,34.93,0.0
2810,688192,迪哲医药-U,43.19,2972.790000000001
2811,600748,上实发展,2.78,0.0
2812,603351,威尔药业,20.84,551.4
2813,002979,雷赛智能,19.45,0.0
2814,600018,上港集团,5.55,27386.67
2815,300279,和晶科技,4.16,431.38
2816,688114,华大智造,51.22,5567.449999999999
2817,300079,数码视讯,4.15,649.16
2818,600959,江苏有线,2.76,4313.63
2819,301078,孩子王,5.52,0.0
2820,003009,中天火箭,39.85,0.0
2821,300938,信测标准,21.96,1185.1699999999998
2822,600289,*ST信通,1.37,0.0
2823,600008,首创环保,2.74,12478.12
2824,300876,蒙泰高新,17.79,0.0
2825,600158,中体产业,8.21,448.0799999999999
2826,000906,浙商中拓,6.84,3248.4199999999996
2827,000911,广农糖业,6.83,0.0
2828,301166,优宁维,27.3,0.0
2829,600216,浙江医药,9.55,1197.53
2830,002055,得润电子,6.82,0.0
2831,603393,新天然气,34.09,1405.1999999999998
2832,000597,东北制药,4.09,52.04
2833,301108,洁雅股份,25.84,507.02
2834,603703,盛洋科技,9.5,1872.2199999999998
2835,688466,金科环境,12.19,92.57000000000001
2836,688010,福光股份,16.25,1273.5099999999998
2837,002441,众业达,8.12,0.0
2838,600227,赤天化,1.35,0.0
2839,002324,普利特,9.45,9130.559999999998
2840,301036,双乐股份,32.39,0.0
2841,603660,苏州科达,5.39,0.0
2842,002366,融发核电,4.04,0.0
2843,000548,湖南投资,4.04,137.51999999999998
2844,300738,奥飞数据,10.75,4310.04
2845,301115,建科股份,14.78,0.84
2846,688505,复旦张江,6.71,0.0
2847,836942,恒立钻具,8.05,0.0
2848,600568,ST中珠,1.34,0.0
2849,430017,星昊医药,10.72,0.0
2850,301265,华新环保,8.02,0.0
2851,002386,天原股份,4.01,0.0
2852,688222,成都先导,12.01,17.16
2853,603036,如通股份,10.67,0.0
2854,301008,宏昌科技,26.62,51.02
2855,002195,岩山科技,2.66,12820.57
2856,605337,李子园,10.61,40.92
2857,300994,久祺股份,10.61,336.14
2858,603967,中创物流,9.28,161.89
2859,002674,兴业科技,10.6,639.5799999999999
2860,688146,中船特气,30.41,51.71
2861,002461,珠江啤酒,7.93,2631.23
2862,000751,锌业股份,2.64,0.0
2863,000561,烽火电子,6.6,478.27
2864,300810,中科海讯,15.78,9.3
2865,300259,新天科技,2.63,876.76
2866,301076,新瀚新材,19.71,119.32
2867,601880,辽港股份,1.31,8554.0
2868,601997,贵阳银行,5.23,163.73
2869,002841,视源股份,30.07,1886.36
2870,600496,精工钢构,2.61,3845.1899999999996
2871,300516,久之洋,28.71,0.0
2872,300375,鹏翎股份,3.91,256.75
2873,002243,力合科创,5.21,0.0
2874,300206,理邦仪器,9.11,130.15
2875,603097,江苏华辰,28.6,1245.0800000000002
2876,600653,申华控股,1.3,0.0
2877,600556,天下秀,3.9,0.0
2878,300756,金马游乐,14.3,3.12
2879,605007,五洲特纸,12.99,345.54999999999995
2880,600720,中交设计,9.09,744.8900000000001
2881,830832,齐鲁华信,3.89,0.0
2882,000958,电投产融,3.89,0.0
2883,688390,固德威,63.38,1581.73
2884,002024,ST易购,1.29,0.0
2885,002125,湘潭电化,10.31,0.0
2886,688162,巨一科技,20.61,153.73000000000002
2887,836395,朗鸿科技,6.44,84.54
2888,601319,中国人保,5.14,18960.899999999998
2889,871857,泓禧科技,11.55,0.0
2890,002455,百川股份,10.25,0.0
2891,301263,泰恩康,12.81,1208.29
2892,600572,康恩贝,5.12,7950.450000000002
2893,603018,华设集团,8.95,2361.2000000000007
2894,600196,复星医药,23.0,12349.989999999996
2895,603330,天洋新材,5.11,1845.87
2896,002212,天融信,5.1,2652.37
2897,002952,亚世光电,21.64,0.0
2898,688313,仕佳光子,10.17,0.0
2899,603101,汇嘉时代,5.08,25.02
2900,002348,高乐股份,2.54,0.0
2901,002115,三维通信,5.08,0.0
2902,300554,三超新材,25.35,0.0
2903,688700,东威科技,29.08,930.1600000000001
2904,301141,中科磁业,30.32,10.49
2905,002807,江阴银行,3.79,1448.3799999999999
2906,000758,中色股份,5.05,1206.52
2907,000001,平安银行,10.1,60797.140000000014
2908,688282,*ST导航,25.24,10.04
2909,002598,山东章鼓,7.57,129.87
2910,300430,诚益通,13.87,3067.500000000001
2911,688425,铁建重工,3.78,11169.09
2912,301257,普蕊斯,30.24,540.83
2913,301102,兆讯传媒,12.6,185.36
2914,002394,联发股份,6.29,423.48
2915,688339,亿华通-U,32.7,27.490000000000002
2916,835640,富士达,13.8,691.3499999999999
2917,603227,雪峰科技,6.27,70.4
2918,300948,冠中生态,8.76,0.0
2919,300634,彩讯股份,17.52,1.18
2920,300168,万达信息,5.0,64.08
2921,688357,建龙微纳,26.23,618.73
2922,301130,西点药业,23.73,0.0
2923,600560,金自天正,13.73,0.0
2924,831010,凯添燃气,3.74,0.0
2925,600279,重庆港,3.74,0.0
2926,003013,地铁设计,14.94,0.0
2927,688683,莱尔科技,16.14,0.0
2928,300455,航天智装,12.4,49.46
2929,000591,太阳能,4.96,7209.57
2930,300796,贝斯美,14.86,0.0
2931,603138,海量数据,11.14,0.0
2932,837046,亿能电力,11.12,0.0
2933,300683,海特生物,22.24,0.0
2934,603722,阿科力,45.7,299.53999999999996
2935,600737,中粮糖业,9.88,6925.6900000000005
2936,301550,斯菱股份,53.1,151.56
2937,002326,永太科技,8.64,878.86
2938,688126,沪硅产业,14.81,24959.370000000003
2939,002444,巨星科技,25.89,18083.599999999995
2940,603137,恒尚节能,14.79,0.0
2941,605287,德才股份,12.32,117.18
2942,301196,唯科科技,28.33,31.21
2943,600389,江山股份,14.78,0.0
2944,600882,妙可蓝多,13.54,593.76
2945,603189,网达软件,11.07,0.0
2946,600558,大西洋,3.68,111.5
2947,600477,杭萧钢构,2.45,911.66
2948,000099,中信海直,17.13,1062.6599999999999
2949,600500,中化国际,3.67,1889.28
2950,001306,夏厦精密,57.39,0.0
2951,603396,金辰股份,36.6,164.78
2952,600694,大商股份,17.07,744.83
2953,300941,创识科技,17.07,10.62
2954,688147,微导纳米,29.26,492.46000000000004
2955,001207,联科科技,14.62,208.77999999999997
2956,603882,金域医学,30.44,12660.070000000005
2957,603115,海星股份,10.94,61.28
2958,600650,锦江在线,7.29,153.53
2959,000822,山东海化,6.07,1.56
2960,836433,大唐药业,3.64,0.0
2961,600230,沧州大化,10.91,0.0
2962,300153,科泰电源,6.06,9.72
2963,002553,南方精工,9.65,0.0
2964,002293,罗莱生活,8.43,1474.5199999999995
2965,603232,格尔软件,10.83,30.0
2966,002512,达华智能,3.61,0.0
2967,301235,华康医疗,18.04,0.0
2968,603131,上海沪工,14.43,0.0
2969,603058,永吉股份,7.2,16.080000000000002
2970,600280,中央商场,2.4,0.0
2971,301170,锡南科技,22.79,40.27
2972,600557,康缘药业,16.78,5307.660000000004
2973,600426,华鲁恒升,27.56,55143.590000000004
2974,688066,航天宏图,19.13,138.34
2975,300918,南山智尚,10.76,0.0
2976,600519,贵州茅台,1542.1,12404.70000000003
2977,605588,冠石科技,43.02,0.0
2978,603590,康辰药业,26.26,1828.22
2979,301023,江南奕帆,29.84,0.0
2980,300608,思特奇,9.54,0.0
2981,600073,光明肉业,5.96,0.0
2982,600833,第一医药,10.72,0.0
2983,600935,华塑股份,2.38,278.34
2984,300437,清水源,8.33,0.0
2985,002895,川恒股份,19.03,10.620000000000001
2986,301058,中粮科工,9.51,115.19
2987,688626,翔宇医疗,33.26,26.540000000000003
2988,300846,首都在线,9.5,0.0
2989,301539,宏鑫科技,26.08,0.0
2990,300836,佰奥智能,34.37,0.0
2991,603069,海汽集团,16.58,0.0
2992,003037,三和管桩,5.92,0.0
2993,002009,天奇股份,11.84,0.0
2994,600939,重庆建工,2.36,888.54
2995,430198,微创光电,4.72,0.0
2996,300829,金丹科技,15.31,0.0
2997,000055,方大集团,3.53,0.0
2998,600826,兰生股份,8.22,1163.03
2999,603993,洛阳钼业,8.21,202925.10999999987
3000,603169,兰石重装,4.69,86.56
3001,600257,大湖股份,4.69,0.0
3002,688696,极米科技,93.76,269.13
3003,002925,盈趣科技,12.89,1751.9199999999996
3004,000048,京基智农,15.23,51.31999999999999
3005,600513,联环药业,8.2,0.0
3006,836077,吉林碳谷,10.5,1840.9200000000005
3007,002692,远程股份,3.5,0.0
3008,600598,北大荒,12.79,2427.05
3009,002184,海得控制,9.3,0.0
3010,605259,绿田机械,19.76,54.36
3011,605305,中际联合,27.89,2384.49
3012,300340,科恒股份,6.97,82.57
3013,300161,华中数控,24.35,1757.6299999999999
3014,600990,四创电子,18.53,149.40000000000003
3015,688208,道通科技,24.32,1109.2
3016,603801,志邦家居,13.87,4763.930000000002
3017,002332,仙琚制药,11.55,4201.190000000001
3018,600241,时代万恒,5.77,0.0
3019,688638,誉辰智能,41.54,0.2
3020,002346,柘中股份,8.07,0.0
3021,836957,汉维科技,5.76,0.0
3022,601162,天风证券,2.3,32231.58
3023,300711,广哈通信,16.1,0.0
3024,002467,二六三,3.45,594.9
3025,600153,建发股份,9.18,19232.41
3026,300205,ST天喻,6.88,0.0
3027,835174,五新隧装,18.34,7.36
3028,688379,华光新材,13.75,142.66000000000003
3029,300078,思创医惠,2.29,205.62
3030,301378,通达海,29.76,74.03
3031,600343,航天动力,8.01,200.09
3032,002395,双象股份,17.14,0.0
3033,603496,恒为科技,25.12,1973.5399999999997
3034,300549,优德精密,13.7,0.0
3035,603230,内蒙新华,12.52,0.0
3036,300921,南凌科技,17.07,0.0
3037,300421,力星股份,10.24,387.83
3038,300820,英杰电气,44.36,1753.0900000000004
3039,600648,外高桥,9.09,0.0
3040,301558,三态股份,9.09,2.36
3041,605199,葫芦娃,10.22,0.0
3042,002978,安宁股份,29.52,303.31999999999994
3043,601566,九牧王,9.08,62.080000000000005
3044,833914,远航精密,7.94,0.0
3045,002157,正邦科技,3.4,0.0
3046,000533,顺钠股份,3.4,0.0
3047,603466,风语筑,9.04,0.0
3048,002912,中新赛克,18.08,396.04
3049,002382,蓝帆医疗,4.52,58.959999999999994
3050,600184,光电股份,9.01,184.13
3051,688343,云天励飞-U,32.66,288.66
3052,600809,山西汾酒,232.74,24053.599999999984
3053,300261,雅本化学,5.62,6.54
3054,688191,智洋创新,16.85,239.89999999999998
3055,603991,至正股份,30.33,0.0
3056,002983,芯瑞达,21.34,194.51
3057,605178,时空科技,11.21,0.94
3058,603787,新日股份,11.21,116.08
3059,688719,爱科赛博,40.33,194.38000000000005
3060,603887,城地香江,4.48,0.0
3061,301281,科源制药,23.47,10.91
3062,832522,纳科诺尔,15.64,0.0
3063,603353,和顺石油,13.38,0.0
3064,688606,奥泰生物,51.26,772.3600000000001
3065,002279,久其软件,4.45,389.41
3066,002968,新大正,10.01,555.16
3067,300047,天源迪科,6.67,0.0
3068,688657,浩辰软件,37.77,36.33
3069,601988,中国银行,4.44,146029.09999999986
3070,600170,上海建工,2.22,12618.39
3071,600929,雪天盐业,5.54,358.48
3072,301055,张小泉,11.08,4.0200000000000005
3073,300147,香雪制药,3.32,173.49
3074,601279,英利汽车,4.42,144.82
3075,300096,ST易联众,2.21,0.0
3076,002587,奥拓电子,5.52,0.0
3077,002727,一心堂,16.55,13256.84000000001
3078,600436,片仔癀,220.5,3270.2799999999984
3079,002507,涪陵榨菜,13.21,4129.15
3080,605577,龙版传媒,17.61,0.0
3081,301380,挖金客,31.91,0.0
3082,002556,辉隆股份,4.4,2846.2699999999995
3083,301327,华宝新能,60.41,1106.64
3084,300910,瑞丰新材,46.02,2506.6400000000003
3085,000920,沃顿科技,7.67,0.0
3086,603811,诚意药业,6.57,293.24
3087,600081,东风科技,8.76,0.0
3088,300222,科大智能,5.47,0.0
3089,872808,曙光数创,40.46,704.9499999999999
3090,833266,生物谷,7.65,0.0
3091,600785,新华百货,14.2,0.0
3092,688258,卓易信息,37.05,894.57
3093,600295,鄂尔多斯,10.89,11262.830000000002
3094,002637,赞宇科技,8.7,244.46000000000004
3095,603125,常青科技,18.48,0.0
3096,603678,火炬电子,24.96,10466.269999999999
3097,600812,华北制药,4.34,757.28
3098,603171,税友股份,21.69,1398.3899999999999
3099,301033,迈普医学,39.03,137.45
3100,000060,中金岭南,4.33,7466.54
3101,688184,帕瓦股份,12.97,0.0
3102,002929,润建股份,31.34,535.5699999999999
3103,301171,易点天下,15.12,1380.08
3104,300420,五洋自控,2.16,0.0
3105,300026,红日药业,3.24,4066.9099999999994
3106,688356,键凯科技,64.75,63.58
3107,839729,永顺生物,5.38,0.0
3108,000100,TCL科技,4.3,272114.64
3109,839792,东和新材,5.37,0.0
3110,600579,克劳斯,5.37,0.0
3111,300032,金龙机电,3.22,0.0
3112,002392,北京利尔,3.22,1243.38
3113,300937,药易购,21.46,100.75999999999999
3114,600585,海螺水泥,23.6,26832.929999999982
3115,600390,五矿资本,4.29,268.7
3116,688777,中控技术,41.77,9764.23
3117,600309,万华化学,85.67,31468.26
3118,300532,今天国际,12.85,281.82000000000005
3119,601998,中信银行,6.42,11549.29
3120,002752,昇兴股份,5.34,2449.9399999999996
3121,600258,首旅酒店,13.88,10030.189999999999
3122,603183,建研院,3.2,405.87
3123,300932,三友联众,9.57,58.91
3124,002178,延华智能,3.19,0.0
3125,000935,四川双马,12.74,189.3
3126,000786,北新建材,31.65,5401.53
3127,300786,国林科技,12.63,0.0
3128,603538,美诺华,11.55,711.4
3129,601016,节能风电,3.15,6659.570000000001
3130,300853,申昊科技,14.7,966.6
3131,002758,浙农股份,8.4,0.0
3132,839371,欧福蛋业,4.19,0.0
3133,000090,天健集团,4.19,12996.239999999998
3134,300972,万辰集团,21.99,1927.69
3135,002064,华峰化学,7.33,5600.109999999998
3136,300110,华仁药业,3.14,0.0
3137,300538,同益股份,15.69,0.0
3138,301201,诚达药业,18.82,0.0
3139,300403,汉宇集团,7.31,0.0
3140,688618,三旺通信,27.15,413.44
3141,601326,秦港股份,3.13,1179.27
3142,001208,华菱线缆,7.3,0.0
3143,603689,XD皖天然,8.34,7.859999999999999
3144,601000,唐山港,4.17,50847.36000000001
3145,002385,大北农,4.17,34180.380000000005
3146,000950,重药控股,5.21,304.27
3147,002315,焦点科技,29.17,3466.95
3148,603387,基蛋生物,8.32,70.16
3149,002451,摩恩电气,5.19,0.0
3150,605377,华旺科技,14.53,2275.0
3151,600475,华光环能,9.34,1887.6100000000001
3152,831445,龙竹科技,4.15,0.0
3153,603637,镇海股份,6.22,0.0
3154,688560,明冠新材,11.39,197.26
3155,300902,国安达,18.63,10.42
3156,601928,凤凰传媒,11.37,5451.0
3157,601188,龙江交通,3.1,0.0
3158,002436,兴森科技,11.36,23731.380000000012
3159,603065,宿迁联盛,8.26,0.0
3160,601878,浙商证券,11.33,10887.0
3161,600339,中油工程,3.09,2549.75
3162,002135,东南网架,4.12,95.98
3163,688598,金博股份,31.91,3516.74
3164,301331,恩威医药,24.7,0.0
3165,600548,深高速,10.29,4523.82
3166,300912,凯龙高科,9.26,50.599999999999994
3167,300179,四方达,7.2,0.0
3168,603275,众辰科技,31.84,165.35
3169,603379,三美股份,39.01,3495.559999999999
3170,301236,软通动力,41.06,3241.3199999999997
3171,002846,英联股份,7.18,141.87
3172,000027,深圳能源,7.18,2360.24
3173,688205,德科立,31.79,155.72
3174,688489,三未信安,28.7,27.0
3175,002953,日丰股份,10.25,0.0
3176,002863,今飞凯达,4.09,242.34
3177,002044,美年健康,4.09,42275.54
3178,600521,华海药业,17.37,3263.21
3179,834765,美之高,6.13,0.0
3180,603209,兴通股份,14.3,
3181,601211,国泰君安,14.3,31071.11
3182,833819,颖泰生物,3.06,3910.4199999999987
3183,002163,海南发展,6.11,321.69
3184,688398,赛特新材,28.51,2391.2499999999986
3185,002186,全 聚 德,9.16,0.0
3186,688023,安恒信息,43.73,1145.4999999999998
3187,600758,辽宁能源,3.05,0.0
3188,002757,南兴股份,12.2,247.37
3189,300214,日科化学,5.08,0.0
3190,600262,北方股份,17.26,0.0
3191,300923,研奥股份,16.21,0.0
3192,603335,迪生力,4.05,0.0
3193,688233,神工股份,21.25,193.66
3194,600511,国药股份,32.37,5769.0199999999995
3195,688011,新光光电,15.16,56.16
3196,603766,隆鑫通用,7.07,249.14999999999998
3197,000850,华茂股份,3.03,0.0
3198,000566,海南海药,3.03,12.56
3199,688552,航天南湖,17.15,1010.9300000000001
3200,601939,建设银行,7.06,63064.10999999998
3201,002734,利民股份,7.05,1895.49
3202,000726,鲁  泰Ａ,7.05,4041.4
3203,002155,湖南黄金,17.11,12013.23
3204,601116,三江购物,8.05,0.0
3205,301012,扬电科技,25.13,1614.7400000000002
3206,688306,均普智能,4.02,291.86
3207,600208,新湖中宝,2.01,10676.55
3208,301109,军信股份,16.08,30.72
3209,600415,小商品城,8.03,28118.71
3210,834599,同力股份,8.02,2717.14
3211,600176,中国巨石,11.02,15664.979999999994
3212,603829,洛凯股份,12.02,0.0
3213,300789,唐源电气,13.02,170.04000000000002
3214,600168,武汉控股,6.0,0.0
3215,603686,福龙马,7.99,1.51
3216,002022,科华生物,5.99,1536.62
3217,600449,宁夏建材,11.95,512.55
3218,600301,华锡有色,17.92,1500.29
3219,002584,西陇科学,5.97,
3220,603948,建业股份,16.91,5.98
3221,301092,争光股份,23.87,0.0
3222,002327,富安娜,10.94,6982.019999999995
3223,603711,香飘飘,14.91,903.73
3224,600590,泰豪科技,3.97,0.0
3225,301028,东亚机械,8.93,57.2
3226,603997,继峰股份,10.91,19826.049999999992
3227,601139,深圳燃气,6.94,2154.3999999999996
3228,603173,福斯达,22.79,167.03
3229,000716,黑芝麻,3.96,181.0
3230,600354,敦煌种业,4.94,0.0
3231,300505,川金诺,12.84,407.95
3232,688455,科捷智能,7.9,0.0
3233,600956,新天绿能,8.88,564.6099999999999
3234,605398,新炬网络,20.7,382.1
3235,600061,国投资本,5.91,6279.900000000001
3236,600507,方大特钢,3.93,2119.95
3237,688682,霍莱沃,33.38,282.04
3238,688418,震有科技,17.67,213.21000000000004
3239,300628,亿联网络,38.28,8308.819999999998
3240,301370,国科恒泰,11.77,98.01
3241,300760,迈瑞医疗,296.08,
3242,601519,大智慧,5.88,0.0
3243,600313,农发种业,5.88,516.19
3244,002448,中原内配,5.88,407.17
3245,300384,三联虹普,13.71,2389.5600000000004
3246,002860,星帅尔,8.78,0.0
3247,600351,亚宝药业,5.84,0.0
3248,603163,圣晖集成,27.21,0.0
3249,002951,*ST金时,5.83,0.0
3250,600859,王府井,12.62,7605.949999999999
3251,300861,美畅股份,21.35,882.6099999999999
3252,002005,ST德豪,0.97,0.0
3253,001218,丽臣实业,15.49,121.08
3254,688317,之江生物,14.49,371.04999999999995
3255,600225,卓朗科技,1.93,0.4
3256,002469,三维化学,5.79,257.52
3257,002999,天禾股份,5.78,0.0
3258,300473,德尔股份,13.48,0.0
3259,002984,森麒麟,25.03,10216.099999999993
3260,600368,五洲交通,4.81,502.14
3261,600795,国电电力,5.77,42740.869999999995
3262,300827,上能电气,24.04,439.84000000000003
3263,603020,爱普股份,6.73,0.0
3264,600062,华润双鹤,21.15,10021.279999999997
3265,300310,宜通世纪,3.84,0.0
3266,000007,*ST全新,4.79,0.0
3267,300999,金龙鱼,28.69,3326.83
3268,600256,广汇能源,7.65,91103.14999999997
3269,301043,绿岛风,23.89,0.0
3270,300981,中红医疗,10.51,1042.4
3271,300109,新开源,12.42,0.0
3272,001337,四川黄金,23.87,1.04
3273,301290,东星医疗,20.05,0.0
3274,002789,建艺集团,8.59,0.0
3275,300597,吉大通信,6.68,33.6
3276,300087,荃银高科,6.67,13100.08
3277,301516,中远通,19.04,4.769999999999998
3278,000559,万向钱潮,4.76,6451.3099999999995
3279,300983,尤安设计,15.23,0.0
3280,300771,智莱科技,8.56,94.41
3281,600169,太原重工,1.9,784.95
3282,000543,皖能电力,8.55,39905.44000000001
3283,603789,星光农机,6.64,0.0
3284,001376,百通能源,19.92,0.24
3285,600523,贵航股份,10.43,0.0
3286,002956,西麦食品,14.22,3.7
3287,301589,诺瓦星云,216.0,215.54999999999924
3288,830946,森萱医药,6.63,141.84
3289,300033,同花顺,114.59,2633.8999999999996
3290,603399,吉翔股份,6.62,279.27
3291,000752,*ST西发,6.62,0.0
3292,002221,东华能源,8.51,444.89
3293,831855,浙江大农,7.56,0.0
3294,301047,义翘神州,60.44,203.97
3295,002391,长青股份,4.72,0.0
3296,601916,浙商银行,2.83,11149.810000000001
3297,600798,宁波海运,2.83,78.32
3298,600386,北巴传媒,2.83,0.0
3299,300190,维尔利,2.83,0.0
3300,300249,依米康,6.6,0.0
3301,300192,科德教育,10.36,704.1200000000001
3302,000997,新 大 陆,15.05,6543.330000000001
3303,603366,日出东方,3.76,866.02
3304,300443,金雷股份,16.88,340.29999999999995
3305,000681,视觉中国,12.19,0.0
3306,000815,美利云,7.49,0.0
3307,603323,苏农银行,4.68,1932.1800000000003
3308,000893,亚钾国际,16.84,538.02
3309,600248,陕建股份,3.74,1524.78
3310,000931,中 关 村,3.74,0.0
3311,600872,中炬高新,26.13,7356.259999999998
3312,600016,民生银行,3.73,49264.31
3313,688652,京仪装备,44.75,1612.8199999999972
3314,002805,丰元股份,11.18,83.63
3315,603687,大胜达,7.44,200.78
3316,600628,新世界,5.58,0.0
3317,300277,海联讯,6.49,0.0
3318,600887,伊利股份,26.88,
3319,600361,创新新材,3.7,950.5799999999999
3320,603369,今世缘,49.01,27214.409999999993
3321,000829,天音控股,9.24,98.19999999999999
3322,600595,中孚实业,2.77,7268.149999999999
3323,301515,港通医疗,19.37,111.91
3324,603755,日辰股份,24.85,497.2
3325,600360,ST华微,2.76,1773.9899999999998
3326,002282,博深股份,6.44,0.0
3327,001332,锡装股份,24.82,523.3199999999999
3328,603220,中贝通信,28.47,0.0
3329,002607,中公教育,1.83,20813.58
3330,603301,振德医疗,20.12,1368.51
3331,300509,新美星,4.57,0.0
3332,836699,海达尔,17.36,0.0
3333,002581,未名医药,10.05,8.46
3334,601019,山东出版,12.76,3372.7999999999993
3335,831195,三祥科技,7.29,105.24000000000001
3336,873223,荣亿精密,2.73,0.0
3337,300485,赛升药业,6.37,0.0
