,代码,名称,最新价,股数
1211,600444,国机通用,12.79,0.0
1212,688002,睿创微纳,30.88,8794.820000000003
1213,002124,ST天邦,2.6,2220.58
1214,603860,中公高科,26.1,17.2
1215,300793,佳禾智能,13.11,492.85
1216,301305,朗坤环境,15.75,113.19
1217,600480,凌云股份,10.53,3923.09
1218,300363,博腾股份,13.22,2211.27
1219,300925,法本信息,10.61,0.0
1220,688607,XD康众医,13.31,337.06
1221,000811,冰轮环境,10.65,4323.929999999999
1222,688439,振华风光,69.41,441.4699999999998
1223,600017,日照港,2.67,793.87
1224,301067,显盈科技,18.74,525.01
1225,600908,无锡银行,5.36,112.55999999999999
1226,605009,豪悦护理,43.38,220.83000000000004
1227,301391,卡莱特,49.23,1066.6999999999996
1228,688181,八亿时空,19.17,199.59
1229,001266,宏英智能,19.21,0.0
1230,002068,黑猫股份,8.24,15937.710000000003
1231,301070,开勒股份,41.28,285.78
1232,301049,超越科技,19.42,0.0
1233,603087,甘李药业,47.23,1964.3600000000004
1234,600664,哈药股份,2.8,775.8499999999999
1235,300830,金现代,5.6,0.0
1236,603056,德邦股份,14.01,4649.27
1237,000524,岭南控股,8.42,395.58000000000004
1238,301488,豪恩汽电,53.37,0.0
1239,603960,克来机电,22.49,32.53
1240,603919,金徽酒,19.68,1924.41
1241,300114,中航电测,39.86,2888.0799999999995
1242,002408,齐翔腾达,5.7,1639.43
1243,000058,深 赛 格,5.7,0.0
1244,603676,卫信康,8.57,186.23000000000002
1245,688687,凯因科技,28.67,2751.1900000000005
1246,600096,云天化,20.07,6259.159999999998
1247,002880,卫光生物,28.7,95.66
1248,301155,海力风电,46.15,681.32
1249,300875,捷强装备,23.08,0.0
1250,002832,比音勒芬,28.99,15553.980000000005
1251,301079,邵阳液压,11.63,0.0
1252,688249,晶合集成,14.61,
1253,000686,东北证券,5.9,5009.35
1254,002970,锐明技术,35.6,94.45
1255,002176,江特电机,8.91,3065.4399999999996
1256,301199,迈赫股份,23.97,0.0
1257,603007,ST花王,6.01,0.0
1258,002154,报 喜 鸟,6.02,22316.97
1259,000430,张家界,6.02,0.0
1260,300183,东软载波,12.11,323.69
1261,600125,铁龙物流,6.08,2506.99
1262,301510,固高科技,30.53,0.15
1263,300896,爱美客,186.5,2185.6699999999996
1264,605011,杭州热电,27.59,53.26
1265,001223,欧克科技,37.01,115.73000000000002
1266,002563,森马服饰,6.17,132.55
1267,300573,兴齐眼药,185.6,2048.79
1268,301050,雷电微力,49.68,49.24000000000001
1269,000810,创维数字,9.32,33.74
1270,000876,新 希 望,9.47,9103.91
1271,688305,科德数控,69.53,118.50999999999999
1272,300101,振芯科技,15.87,6283.280000000001
1273,603170,宝立食品,12.76,0.0
1274,300053,航宇微,9.63,196.74
1275,002497,雅化集团,9.63,2835.85
1276,002714,牧原股份,45.17,50148.870000000024
1277,002275,桂林三金,12.95,101.92
1278,300973,立高食品,32.39,2013.1400000000003
1279,002580,圣阳股份,6.49,0.0
1280,688680,海优新材,32.72,574.0800000000002
1281,688071,华依科技,23.07,433.83000000000004
1282,600928,西安银行,3.31,28.34
1283,003016,欣贺股份,6.63,0.0
1284,603298,杭叉集团,20.12,8711.160000000002
1285,000550,江铃汽车,23.66,4893.8600000000015
1286,603588,高能环境,6.78,11201.830000000004
1287,301325,曼恩斯特,47.48,
1288,430718,合肥高科,10.22,108.46
1289,688267,中触媒,20.66,0.0
1290,002955,鸿合科技,24.38,1248.56
1291,605589,圣泉集团,20.92,4301.320000000001
1292,600020,中原高速,3.5,0.0
1293,002939,长城证券,7.08,8173.17
1294,002358,森源电气,3.55,0.0
1295,601089,福元医药,14.21,383.52
1296,601375,中原证券,3.56,9624.17
1297,002671,龙泉股份,3.57,0.0
1298,301260,格力博,14.29,482.72
1299,300416,苏试试验,14.3,2168.650000000001
1300,002915,中欣氟材,10.73,0.0
1301,001338,永顺泰,10.77,0.16
1302,688549,中巨芯-U,7.27,0.96
1303,603939,益丰药房,29.28,8822.850000000004
1304,002192,融捷股份,33.09,1545.7000000000003
1305,300129,泰胜风能,7.44,691.8199999999998
1306,688128,中国电研,18.68,591.33
1307,300093,金刚光伏,14.99,
1308,300671,富满微,26.34,0.0
1309,002214,大立科技,11.35,11.68
1310,601789,宁波建工,3.83,0.0
1311,601727,上海电气,3.83,5017.089999999999
1312,002038,双鹭药业,7.67,0.0
1313,300629,新劲刚,19.21,6.04
1314,000756,新华制药,15.44,449.40999999999997
1315,605077,华康股份,15.53,328.81
1316,601156,东航物流,19.44,6330.359999999999
1317,688080,映翰通,31.33,72.14
1318,300352,北信源,3.94,501.55
1319,000868,安凯客车,3.94,0.0
1320,605300,佳禾食品,11.89,0.0
1321,002961,瑞达期货,11.9,79.97
1322,688633,星球石墨,19.85,1316.1400000000003
1323,603629,利通电子,19.95,24.119999999999997
1324,603683,晶华新材,8.16,0.0
1325,600217,中再资环,4.08,0.0
1326,000725,京东方Ａ,4.08,226643.53999999995
1327,600195,中牧股份,8.19,8436.47
1328,600380,健康元,12.46,2659.1
1329,603317,天味食品,12.48,1437.1
1330,000969,安泰科技,8.32,636.15
1331,300939,秋田微,29.26,0.0
1332,603286,日盈电子,16.74,342.53999999999996
1333,002075,沙钢股份,4.19,21248.76
1334,600645,中源协和,16.82,526.02
1335,601238,广汽集团,8.43,5887.86
1336,603983,丸美股份,29.77,1037.34
1337,688320,禾川科技,25.79,547.89
1338,603767,中马传动,12.92,0.0
1339,601068,中铝国际,4.32,161.7
1340,300057,万顺新材,4.39,2775.9399999999996
1341,300081,恒信东方,4.45,1099.85
1342,688088,虹软科技,31.29,323.23
1343,002033,丽江股份,8.94,1184.11
1344,600909,华安证券,4.49,11248.23
1345,600392,盛和资源,9.03,3189.62
1346,600517,国网英大,4.53,2776.88
1347,600867,通化东宝,9.07,6361.259999999999
1348,000088,盐 田 港,4.56,0.0
1349,300131,英唐智控,4.57,0.0
1350,002866,传艺科技,13.73,64.51
1351,002670,国盛金控,9.24,5157.63
1352,600801,华新水泥,13.96,6765.8099999999995
1353,300007,汉威科技,13.97,357.52000000000004
1354,002960,青鸟消防,14.02,2697.08
1355,836270,天铭科技,9.35,0.0
1356,300909,汇创达,23.4,295.28
1357,003008,开普检测,18.72,0.0
1358,000066,中国长城,9.37,4938.599999999999
1359,003035,南网能源,4.7,4253.99
1360,002900,哈三联,9.44,77.93
1361,603339,四方科技,9.47,9.08
1362,688118,普元信息,14.35,165.33
1363,300816,艾可蓝,23.96,0.0
1364,301200,大族数控,33.55,28.04
1365,301181,标榜股份,19.24,78.83
1366,600845,宝信软件,33.84,7538.710000000001
1367,002065,东华软件,4.85,3411.2999999999997
1368,603068,博通集成,24.38,0.0
1369,300224,正海磁材,9.83,1759.6
1370,002190,成飞集成,14.77,77.94
1371,300343,联创股份,5.0,492.11
1372,300306,远方信息,10.0,115.8
1373,002536,飞龙股份,10.1,231.5
1374,300809,华辰装备,20.31,1819.0700000000004
1375,300825,阿尔特,10.19,0.0
1376,002612,朗姿股份,15.4,466.41999999999996
1377,002617,露笑科技,5.19,3325.3
1378,300745,欣锐科技,15.63,537.0699999999999
1379,002519,银河电子,5.21,1098.82
1380,688570,天玛智控,20.92,0.0
1381,300900,广联航空,26.43,1869.45
1382,601788,光大证券,15.94,6801.31
1383,002797,第一创业,5.32,15748.27
1384,002813,路畅科技,26.65,0.0
1385,600456,宝钛股份,26.98,889.83
1386,300741,华宝股份,16.46,360.12
1387,605088,冠盛股份,22.25,1786.7000000000003
1388,000885,城发环境,11.32,198.56
1389,300039,上海凯宝,5.68,316.1
1390,301031,中熔电气,86.32,485.4599999999999
1391,603855,华荣股份,23.24,1541.0499999999995
1392,600378,昊华科技,29.07,12273.660000000002
1393,300834,星辉环材,17.47,0.0
1394,600316,洪都航空,17.57,2459.4600000000005
1395,300219,鸿利智汇,5.91,0.0
1396,603931,格林达,23.77,1181.32
1397,603838,四通股份,6.0,0.0
1398,301321,翰博高新,12.04,0.0
1399,301503,智迪科技,30.2,59.2
1400,000821,京山轻机,12.09,217.66
1401,301278,快可电子,36.53,25.78
1402,600335,国机汽车,6.12,0.0
1403,600428,中远海特,6.2,890.5600000000002
1404,600080,金花股份,6.22,0.0
1405,000610,西安旅游,12.73,286.33
1406,300643,万通智控,12.81,0.0
1407,600529,山东药玻,25.64,11129.159999999993
1408,600422,昆药集团,19.32,14040.140000000005
1409,002831,裕同科技,26.27,10669.599999999999
1410,834261,一诺威,6.57,0.0
1411,300382,斯莱克,6.62,15.38
1412,601222,林洋能源,6.71,5937.71
1413,300223,北京君正,60.86,2459.96
1414,603308,应流股份,13.56,11279.439999999999
1415,600259,广晟有色,27.22,267.64
1416,002698,博实股份,13.69,2065.41
1417,002130,沃尔核材,13.72,1693.5300000000009
1418,688273,麦澜德,20.66,786.15
1419,002626,金达威,13.83,434.91999999999996
1420,002396,星网锐捷,13.94,256.44
1421,301386,未来电器,20.96,0.0
1422,300229,拓尔思,14.05,526.16
1423,002899,英派斯,14.05,0.0
1424,600182,S佳通,14.06,0.0
1425,002957,科瑞技术,14.13,0.0
1426,002349,精华制药,7.11,573.25
1427,002966,苏州银行,7.15,12195.510000000004
1428,688212,XD澳华内,50.3,3980.1499999999996
1429,600211,西藏药业,36.11,360.5
1430,300534,陇神戎发,7.26,0.0
1431,002057,中钢天源,7.26,2163.16
1432,688667,菱电电控,43.57,19.6
1433,603916,苏博特,7.27,937.1300000000001
1434,601698,中国卫通,14.81,1629.89
1435,688048,长光华芯,37.38,552.02
1436,871642,通易航天,7.51,0.0
1437,300490,华自科技,7.54,0.0
1438,002975,博杰股份,30.34,0.0
1439,300514,友讯达,15.18,124.91999999999999
1440,603156,养元饮品,23.23,930.4199999999998
1441,000837,秦川机床,7.84,602.0000000000001
1442,300434,金石亚药,7.87,0.0
1443,605288,凯迪股份,31.79,48.14
1444,605167,利柏特,8.15,480.37
1445,600059,古越龙山,8.15,844.57
1446,002466,天齐锂业,32.6,16761.199999999997
1447,601369,陕鼓动力,8.17,3603.9299999999985
1448,002786,银宝山新,8.22,0.0
1449,600520,文一科技,16.45,0.0
1450,002194,武汉凡谷,8.3,174.57
1451,603057,紫燕食品,16.69,270.22999999999996
1452,300672,国科微,58.7,335.6
1453,688369,致远互联,16.78,2565.1300000000015
1454,835179,凯德石英,16.8,996.9999999999998
1455,603107,上海汽配,17.06,0.3600000000000001
1456,002151,北斗星通,25.62,1525.6099999999997
1457,300378,鼎捷软件,17.1,433.07
1458,301016,雷尔伟,17.18,0.0
1459,301591,肯特股份,43.06,0.73
1460,300678,中科信息,25.91,0.42
1461,300480,光力科技,17.64,0.0
1462,300379,东方通,9.03,509.01
1463,300409,道氏技术,9.1,1615.36
1464,300648,星云股份,18.35,0.0
1465,002864,盘龙药业,27.53,179.96
1466,605018,长华集团,9.29,804.06
1467,300068,南都电源,9.37,6121.89
1468,688448,磁谷科技,18.91,669.21
1469,688548,广钢气体,9.55,6644.969999999999
1470,301045,天禄科技,19.36,598.02
1471,603006,联明股份,9.8,154.82999999999998
1472,300631,久吾高科,19.64,293.49
1473,600200,江苏吴中,9.83,1333.42
1474,002254,泰和新材,9.89,1801.7400000000002
1475,600138,中青旅,10.1,1457.72
1476,300302,同有科技,10.22,0.0
1477,301388,欣灵电气,20.76,0.0
1478,000998,隆平高科,10.48,30313.819999999996
1479,300113,顺网科技,10.76,1856.35
1480,002152,广电运通,10.76,13572.510000000007
1481,831832,科达自控,10.89,288.1
1482,300012,华测检测,11.2,26439.909999999996
1483,002733,雄韬股份,11.24,0.0
1484,600749,西藏旅游,11.31,0.0
1485,002462,嘉事堂,11.39,198.55999999999997
1486,601021,春秋航空,57.02,18129.27000000001
1487,301330,熵基科技,23.01,0.0
1488,301216,万凯新材,11.56,4.28
1489,300674,宇信科技,11.6,450.6600000000001
1490,603178,圣龙股份,23.21,0.0
1491,600118,中国卫星,23.29,2066.87
1492,688628,优利德,35.04,2278.21
1493,300857,协创数据,59.7,2149.51
1494,600054,黄山旅游,12.0,1210.3400000000001
1495,603578,三星新材,12.09,0.0
1496,603305,旭升集团,12.22,5799.07
1497,000887,中鼎股份,12.74,6641.129999999998
1498,001367,海森药业,38.31,0.0
1499,603139,康惠制药,12.86,0.0
1500,688529,豪森智能,12.99,184.42
1501,600900,长江电力,27.92,149184.8600000002
1502,688298,东方生物,28.03,1329.8200000000002
1503,600104,上汽集团,14.31,17496.59
1504,688069,德林海,14.65,0.0
1505,603886,元祖股份,15.0,2206.11
1506,688231,隆达股份,15.67,224.6
1507,300316,晶盛机电,33.65,
1508,688400,凌云光,17.05,2.24
1509,002749,国光股份,17.45,1188.84
1510,603667,五洲新春,17.84,4471.790000000001
1511,603288,海天味业,35.96,8350.199999999999
1512,000762,西藏矿业,19.5,2547.05
1513,605020,永和股份,21.36,2409.9299999999994
1514,002819,东方中科,22.09,0.0
1515,688092,爱科科技,22.13,10.84
1516,600771,广誉远,22.49,274.16999999999996
1517,001359,平安电工,24.41,10.199999999999992
1518,603922,金鸿顺,25.79,0.0
1519,003007,直真科技,26.47,0.0
1520,000858,五 粮 液,135.73,62494.83000000009
1521,300618,寒锐钴业,27.15,32.44
1522,002901,大博医疗,27.55,1593.8000000000002
1523,688073,毕得医药,32.71,190.48000000000002
1524,603392,万泰生物,66.77,2750.1499999999996
1525,600702,舍得酒业,69.24,5572.589999999999
1526,301289,国缆检测,40.81,0.0
1527,001283,豪鹏科技,44.73,257.46
1528,603868,飞科电器,45.29,1613.2399999999998
1529,002992,宝明科技,57.21,601.87
1530,871553,凯腾精工,3.3,0.0
1531,837748,路桥信息,14.0,0.0
1532,832145,恒合股份,4.46,0.0
1533,831278,泰德股份,3.91,0.0
1534,688611,杭州柯林,28.0,320.90000000000003
1535,688555,退市泽达,,0.0
1536,688538,和辉光电-U,2.05,52933.3
1537,688388,嘉元科技,10.8,2027.5100000000002
1538,688148,芳源股份,4.64,1629.21
1539,688086,退市紫晶,,0.0
1540,605599,菜百股份,13.07,1247.3600000000001
1541,603996,退市中新,,0.0
1542,603885,吉祥航空,12.09,45167.629999999976
1543,603828,ST柯利达,1.47,0.0
1544,603603,退市博天,,0.0
1545,603555,ST贵人,,0.0
1546,603515,欧普照明,18.97,284.78999999999996
1547,603477,巨星农牧,33.4,23734.73000000001
1548,603421,鼎信通讯,4.7,169.14
1549,603381,永臻股份,,0.0
1550,603367,辰欣药业,14.83,0.0
1551,603361,浙江国祥,,0.0
1552,603350,安乃达,,0.0
1553,603222,济民医疗,5.79,0.0
1554,603172,万丰股份,15.91,0.01
1555,603157,退市拉夏,,0.0
1556,603126,中材节能,5.68,0.0
1557,603117,ST万林,3.17,0.0
1558,603112,华翔股份,11.2,4886.44
1559,603100,川仪股份,26.47,6833.120000000002
1560,603043,广州酒家,16.81,395.39
1561,601968,宝钢包装,4.91,0.0
1562,601963,重庆银行,7.59,0.0
1563,601868,中国能建,2.12,27912.989999999998
1564,601860,紫金银行,2.52,0.0
1565,601808,中海油服,16.81,8247.389999999998
1566,601778,晶科科技,2.65,9539.29
1567,601677,明泰铝业,11.96,2543.5300000000016
1568,601558,退市锐电,,0.0
1569,601299,中国北车,,0.0
1570,601268,*ST二重,,0.0
1571,601258,*ST庞大,,0.0
1572,601226,华电重工,5.22,2372.250000000001
1573,601186,中国铁建,8.42,18060.91
1574,601111,中国国航,7.39,126577.77999999993
1575,601058,赛轮轮胎,14.39,132545.9100000001
1576,601012,隆基绿能,16.72,40232.87
1577,600991,广汽长丰,,0.0
1578,600978,*ST宜生,,0.0
1579,600899,*ST信联,,0.0
1580,600896,退市海医,,0.0
1581,600891,退市秋林,,0.0
1582,600890,退市中房,,0.0
1583,600878,*ST北科,,0.0
1584,600870,退市厦华,,0.0
1585,600869,远东股份,3.75,7851.530000000001
1586,600856,退市中天,,0.0
1587,600852,*ST中川,,0.0
1588,600849,上药转换,,0.0
1589,600842,中西药业,,0.0
1590,600840,新湖创业,,0.0
1591,600832,东方明珠,,0.0
1592,600823,*ST世茂,,0.0
1593,600813,ST鞍一工,,0.0
1594,600806,退市昆机,,0.0
1595,600799,*ST龙科,,0.0
1596,600788,*ST达曼,,0.0
1597,600786,东方锅炉,,0.0
1598,600781,退市辅仁,,0.0
1599,600772,S*ST龙昌,,0.0
1600,600767,退市运盛,,0.0
1601,600762,S*ST金荔,,0.0
1602,600752,*ST哈慈,,0.0
1603,600751,海航科技,2.29,772.92
1604,600747,退市大控,,0.0
1605,600728,佳都科技,3.89,103.78
1606,600723,首商股份,,0.0
1607,600717,天津港,4.28,0.0
1608,600710,苏美达,8.23,1141.8399999999997
1609,600709,ST生态,,0.0
1610,600701,退市工新,,0.0
1611,600700,*ST数码,,0.0
1612,600695,退市绿庭,,0.0
1613,600687,退市刚泰,,0.0
1614,600680,*ST上普,,0.0
1615,600677,*ST航通,,0.0
1616,600672,*ST华圣,,0.0
1617,600671,ST目药,8.04,0.0
1618,600670,*ST斯达,,0.0
1619,600669,*ST鞍成,,0.0
1620,600659,*ST花雕,,0.0
1621,600656,退市博元,,0.0
1622,600652,退市游久,,0.0
1623,600646,ST国嘉,,0.0
1624,600635,大众公用,2.75,839.25
1625,600634,退市富控,,0.0
1626,600632,华联商厦,,0.0
1627,600631,百联股份,,0.0
1628,600627,上电股份,,0.0
1629,600625,PT水仙,,0.0
1630,600614,退市鹏起,,0.0
1631,600607,上实医药,,0.0
1632,600591,*ST上航,,0.0
1633,600577,精达股份,4.13,4946.76
1634,600555,退市海创,,0.0
1635,600553,太行水泥,,0.0
1636,600532,退市未来,,0.0
1637,600512,腾达建设,1.99,0.0
1638,600485,*ST信威,,0.0
1639,600472,包头铝业,,0.0
1640,600466,*ST蓝光,,0.0
1641,600458,时代新材,10.49,1379.6399999999999
1642,600432,退市吉恩,,0.0
1643,600401,退市海润,,0.0
1644,600393,ST粤泰,,0.0
1645,600387,*ST海越,2.49,0.0
1646,600385,退市金泰,,0.0
1647,600369,西南证券,3.75,8428.83
1648,600357,承德钒钛,,0.0
1649,600331,宏达股份,6.28,0.0
1650,600321,正源股份,,0.0
1651,600317,营口港,,0.0
1652,600311,*ST荣华,,0.0
1653,600296,S兰铝,,0.0
1654,600291,退市西水,,0.0
1655,600290,*ST华仪,,0.0
1656,600286,S*ST国瓷,,0.0
1657,600275,退市昌鱼,,0.0
1658,600270,外运发展,,0.0
1659,600263,路桥建设,,0.0
1660,600260,*ST凯乐,,0.0
1661,600253,天方药业,,0.0
1662,600247,*ST成城,,0.0
1663,600242,退市中昌,,0.0
1664,600240,退市华业,,0.0
1665,600221,海航控股,1.26,982.0
1666,600220,ST阳光,,0.0
1667,600209,退市罗顿,,0.0
1668,600205,S山东铝,,0.0
1669,600181,S*ST云大,,0.0
1670,600175,退市美都,,0.0
1671,600157,永泰能源,1.22,61640.79
1672,600146,退市环球,,0.0
1673,600145,退市新亿,,0.0
1674,600139,*ST西源,,0.0
1675,600122,*ST宏图,,0.0
1676,600108,亚盛集团,2.43,0.0
1677,600102,莱钢股份,,0.0
1678,600093,退市易见,,0.0
1679,600092,S*ST精密,,0.0
1680,600091,退市明科,,0.0
1681,600090,退市济堂,,0.0
1682,600087,退市长油,,0.0
1683,600086,退市金钰,,0.0
1684,600077,*ST宋都,,0.0
1685,600074,退市保千,,0.0
1686,600072,中船科技,14.09,424.85
1687,600069,退市银鸽,,0.0
1688,600068,葛洲坝,,0.0
1689,600065,*ST联谊,,0.0
1690,600050,中国联通,4.51,91185.59999999999
1691,600033,福建高速,3.42,2737.7799999999993
1692,600025,华能水电,10.51,33499.01000000001
1693,600005,武钢股份,,0.0
1694,600003,ST东北高,,0.0
1695,600002,齐鲁石化,,0.0
1696,600001,邯郸钢铁,,0.0
1697,301580,爱迪特,,0.0
1698,301565,中仑新材,,0.0
1699,301499,维科精密,23.19,0.0
1700,301368,丰立智能,47.9,148.75
1701,301223,中荣股份,14.68,0.0
1702,301218,华是科技,20.28,0.0
1703,301026,浩通科技,23.71,32.07
1704,300843,胜蓝股份,29.12,333.06000000000006
1705,300799,*ST左江,,0.0
1706,300748,金力永磁,14.01,1708.9199999999998
1707,300742,*ST越博,,0.0
1708,300698,万马科技,36.18,0.86
1709,300667,必创科技,11.92,0.0
1710,300630,普利制药,,88.29000000000002
1711,300607,拓斯达,12.12,0.0
1712,300589,江龙船艇,12.13,0.0
1713,300526,中潜退,,0.0
1714,300504,天邑股份,12.4,0.0
1715,300495,*ST美尚,,0.0
1716,300431,暴风退,,0.0
1717,300402,宝色股份,14.72,0.0
1718,300392,腾信退,,0.0
1719,300389,艾比森,13.0,1354.39
1720,300372,欣泰退,,0.0
1721,300369,绿盟科技,5.39,1698.8000000000002
1722,300367,网力退,,0.0
1723,300362,天翔退,,0.0
1724,300356,光一退,,0.0
1725,300348,长亮科技,7.09,0.0
1726,300336,新文退,,0.0
1727,300330,计通退,,0.0
1728,300328,宜安科技,4.31,0.0
1729,300325,德威退,,0.0
1730,300312,邦讯退,,0.0
1731,300309,吉艾退,,0.0
1732,300300,ST峡创,1.36,0.0
1733,300297,蓝盾退,,0.0
1734,300282,*ST三盛,,0.0
1735,300278,华昌达,3.08,0.0
1736,300276,三丰智能,3.41,0.0
1737,300273,和佳退,,0.0
1738,300267,尔康制药,2.25,540.62
1739,300263,隆华科技,5.96,18.64
1740,300239,东宝生物,4.88,0.0
1741,300216,千山退,,0.0
1742,300202,聚龙退,,0.0
1743,300186,大华农,,0.0
1744,300178,腾邦退,,0.0
1745,300156,神雾退,,0.0
1746,300143,盈康生命,7.38,607.73
1747,300137,先河环保,4.44,0.0
1748,300123,亚光科技,4.58,2989.5299999999997
1749,300116,*ST保力,,0.0
1750,300112,万讯自控,7.03,0.0
1751,300104,乐视退,,0.0
1752,300090,盛运退,,0.0
1753,300089,文化退,,0.0
1754,300075,数字政通,14.73,215.26
1755,300064,金刚退,,0.0
1756,300062,中能电气,5.11,0.0
1757,300038,数知退,,0.0
1758,300028,金亚退,,0.0
1759,300023,宝德退,,0.0
1760,300018,中元股份,4.75,10.06
1761,002985,北摩高科,24.09,396.47
1762,002976,瑞玛精密,22.38,11.24
1763,002948,青岛银行,3.43,2484.8
1764,002945,华林证券,10.71,1604.42
1765,002936,郑州银行,1.85,0.0
1766,002843,泰嘉股份,15.4,2869.3400000000006
1767,002839,张家港行,3.99,0.0
1768,002781,奇信退,,0.0
1769,002776,*ST柏龙,,0.0
1770,002770,科迪退,,0.0
1771,002751,易尚退,,0.0
1772,002740,*ST爱迪,,0.0
1773,002730,电光科技,6.87,263.24
1774,002711,欧浦退,,0.0
1775,002705,新宝股份,15.25,2788.2900000000004
1776,002699,*ST美盛,,0.0
1777,002684,猛狮退,,0.0
1778,002680,长生退,,0.0
1779,002663,普邦股份,1.3,0.0
1780,002656,ST摩登,1.05,0.0
1781,002652,扬子新材,2.4,0.0
1782,002642,荣联科技,5.41,0.0
1783,002621,*ST美吉,,0.0
1784,002619,*ST艾格,,0.0
1785,002618,丹邦退,,0.0
1786,002604,龙力退,,0.0
1787,002531,天顺风能,10.14,11253.669999999998
1788,002516,旷达科技,3.83,17.73
1789,002509,天茂退,,0.0
1790,002506,协鑫集成,2.17,0.0
1791,002504,*ST弘高,,0.0
1792,002503,*ST搜特,,0.0
1793,002499,科林退,,0.0
1794,002489,浙江永强,2.48,864.6999999999999
1795,002482,*ST广田,,0.0
1796,002477,雏鹰退,,0.0
1797,002473,圣莱退,,0.0
1798,002464,众应退,,0.0
1799,002450,康得退,,0.0
1800,002447,晨鑫退,,0.0
1801,002437,誉衡药业,1.83,88.08
1802,002434,万里扬,5.16,50.32000000000001
1803,002417,深南退,,0.0
1804,002411,必康退,,0.0
1805,002390,信邦制药,3.46,0.0
1806,002388,新亚制程,3.32,0.0
1807,002380,科远智慧,18.91,480.0
1808,002374,中锐股份,2.0,0.0
1809,002359,北讯退,,0.0
1810,002328,新朋股份,4.86,0.0
1811,002312,川发龙蟒,7.06,651.08
1812,002308,威创股份,,0.0
1813,002299,圣农发展,15.75,9915.949999999999
1814,002296,辉煌科技,9.77,641.4399999999999
1815,002267,陕天然气,7.69,4492.410000000002
1816,002266,浙富控股,2.97,2968.3500000000004
1817,002264,新 华 都,5.68,735.15
1818,002260,德奥退,,0.0
1819,002247,聚力文化,1.26,0.0
1820,002240,盛新锂能,14.91,3689.8900000000003
1821,002220,天宝退,,0.0
1822,002219,新里程,2.07,11363.850000000002
1823,002203,海亮股份,8.08,2.8
1824,002162,悦心健康,2.95,0.0
1825,002147,新光退,,0.0
1826,002143,印纪退,,0.0
1827,002141,*ST贤丰,0.96,1034.47
1828,002121,科陆电子,4.08,0.0
1829,002118,*ST紫鑫,,0.0
1830,002113,*ST天润,,0.0
1831,002089,新海退,,0.0
1832,002071,长城退,,0.0
1833,002070,众和退,,0.0
1834,002061,浙江交科,3.68,411.7
1835,002020,京新药业,11.06,188.12000000000003
1836,002018,华信退,,0.0
1837,002013,中航机电,,0.0
1838,002007,华兰生物,17.09,6493.779999999999
1839,002002,ST鸿达,,0.0
1840,001278,一彬科技,15.14,0.0
1841,000988,华工科技,30.78,4123.1799999999985
1842,000987,越秀资本,5.3,201.76
1843,000981,山子高科,1.37,0.0
1844,000979,中弘退,,0.0
1845,000976,ST华铁,,0.0
1846,000971,*ST高升,,0.0
1847,000961,ST中南,,1563.54
1848,000956,中原油气,,0.0
1849,000939,凯迪退,,0.0
1850,000927,中国铁物,2.46,0.0
1851,000925,众合科技,6.42,6.55
1852,000918,*ST嘉凯,,0.0
1853,000916,华北高速,,0.0
1854,000866,扬子石化,,0.0
1855,000848,承德露露,8.37,3224.7799999999997
1856,000835,长动退,,0.0
1857,000832,*ST龙涤,,0.0
1858,000827,*ST长兴,,0.0
1859,000817,辽河油田,,0.0
1860,000806,银河退,,0.0
1861,000805,*ST炎黄,,0.0
1862,000787,*ST创智,,0.0
1863,000780,ST平能,,0.0
1864,000776,广发证券,12.71,25659.780000000013
1865,000769,*ST大菲,,0.0
1866,000765,*ST华信,,0.0
1867,000763,锦州石化,,0.0
1868,000760,斯太退,,0.0
1869,000750,国海证券,3.02,18675.660000000007
1870,000748,长城信息,,0.0
1871,000732,ST泰禾,,0.0
1872,000730,*ST环保,,0.0
1873,000699,S*ST佳纸,,0.0
1874,000693,华泽退,,0.0
1875,000689,ST宏业,,0.0
1876,000687,华讯退,,0.0
1877,000682,东方电子,11.84,5005.319999999999
1878,000675,ST银山,,0.0
1879,000673,当代退,,0.0
1880,000671,ST阳光城,,0.0
1881,000667,ST美置,,0.0
1882,000666,经纬纺机,,0.0
1883,000662,天夏退,,0.0
1884,000660,*ST南华,,23.74
1885,000658,ST海洋,,0.0
1886,000656,*ST金科,1.35,3657.98
1887,000653,ST九州,,0.0
1888,000652,泰达股份,3.1,0.0
1889,000621,*ST比特,,0.0
1890,000618,吉林化工,,0.0
1891,000616,*ST海投,,0.0
1892,000613,东海A退,,0.0
1893,000611,天首退,,0.0
1894,000606,顺利退,,0.0
1895,000602,金马集团,,0.0
1896,000594,国恒退,,0.0
1897,000588,PT粤金曼,,0.0
1898,000587,*ST金洲,,0.0
1899,000585,东电退,,0.0
1900,000583,S*ST托普,,0.0
1901,000578,盐湖集团,,0.0
1902,000569,长城股份,,0.0
1903,000562,宏源证券,,0.0
1904,000556,PT南洋,,0.0
1905,000549,S湘火炬,,0.0
1906,000542,TCL通讯,,0.0
1907,000540,*ST中天,,2.75
1908,000535,*ST猴王,,0.0
1909,000527,美的电器,,0.0
1910,000525,ST红太阳,5.99,0.0
1911,000522,白云山A,,0.0
1912,000515,攀渝钛业,,0.0
1913,000511,烯碳退,,0.0
1914,000508,琼民源A,,0.0
1915,000502,绿景退,,0.0
1916,000488,晨鸣纸业,3.51,0.0
1917,000418,小天鹅A,,0.0
